,createDt,deathCnt,decideCnt,seq,stateDt,stateTime,updateDt,accExamCnt,accDefRate
606,00:00.0,282,12904,165,20200702,0:00,30:51.5,1295962,1.011142629
607,00:00.0,282,12850,164,20200701,0:00,30:51.5,1285231,1.015244468
608,00:00.0,282,12799,163,20200630,0:00,30:51.5,1273765,1.021504347
609,00:00.0,282,12757,162,20200629,0:00,30:51.5,1259954,1.027584568
610,00:00.0,282,12715,161,20200628,0:00,30:51.5,1251695,1.03148399
611,00:00.0,282,12653,160,20200627,0:00,30:51.5,1243780,1.033814467
612,00:00.0,282,12602,159,20200626,0:00,30:51.5,1232315,1.03849485
613,00:00.0,282,12563,158,20200625,0:00,30:51.5,1220478,1.045541779
614,00:00.0,281,12535,157,20200624,0:00,30:51.5,1208597,1.05482214
615,00:00.0,281,12484,156,20200623,0:00,30:51.5,1196012,1.063614073
616,00:00.0,280,12438,155,20200622,0:00,30:51.5,1182066,1.069785484
617,00:00.0,280,12421,154,20200621,0:00,30:51.5,1176463,1.074116736
618,00:00.0,280,12373,153,20200620,0:00,30:51.5,1170901,1.07644565
619,00:00.0,280,12306,152,20200619,0:00,30:51.5,1158063,1.082442806
620,00:00.0,280,12257,151,20200618,0:00,30:51.5,1145712,1.090482367
621,00:00.0,279,12198,150,20200617,0:00,30:51.5,1132823,1.097599821
622,00:00.0,278,12155,149,20200616,0:00,30:51.5,1119767,1.107885538
623,00:00.0,277,12121,148,20200615,0:00,30:51.5,1105719,1.117219055
624,00:00.0,277,12084,147,20200614,0:00,30:51.5,1100327,1.119955958
625,00:00.0,277,12050,146,20200613,0:00,30:51.5,1094704,1.124747049
626,00:00.0,277,12002,145,20200612,0:00,30:51.5,1081486,1.135217859
627,00:00.0,276,11946,144,20200611,0:00,30:51.5,1066888,1.147116269
628,00:00.0,276,11901,143,20200610,0:00,30:51.5,1051972,1.160225357
629,00:00.0,274,11851,142,20200609,0:00,30:51.5,1035997,1.175067276
630,00:00.0,273,11813,141,20200608,0:00,30:51.5,1018214,1.188621911
631,00:00.0,273,11776,140,20200607,0:00,30:51.5,1012769,1.193971741
632,00:00.0,273,11719,139,20200606,0:00,30:51.5,1005305,1.199057452
633,00:00.0,273,11668,138,20200605,0:00,30:51.5,990960,1.212645267
634,00:00.0,273,11629,137,20200604,0:00,30:51.5,973858,1.229724457
635,00:00.0,273,11590,136,20200603,0:00,30:51.5,956852,1.247595499
636,00:00.0,272,11541,135,20200602,0:00,30:51.5,939851,1.266948357
637,00:00.0,271,11503,134,20200601,0:00,30:51.5,921391,1.281909837
638,00:00.0,270,11468,133,20200531,0:00,30:51.5,910822,1.292128248
639,00:00.0,269,11441,132,20200530,0:00,30:51.5,902901,1.305151819
640,00:00.0,269,11402,131,20200529,0:00,30:51.5,885120,1.324946576
641,00:00.0,269,11344,130,20200528,0:00,30:51.5,868666,1.340429353
642,00:00.0,269,11265,129,20200527,0:00,30:51.5,852876,1.354267475
643,00:00.0,269,11225,128,20200526,0:00,30:51.5,839475,1.373204589
644,00:00.0,267,11206,127,20200525,0:00,30:51.5,826437,1.388001209
645,00:00.0,266,11190,126,20200524,0:00,30:51.5,820289,1.398826935
646,00:00.0,266,11165,125,20200523,0:00,30:51.5,814420,1.408209109
647,00:00.0,264,11142,124,20200522,0:00,30:51.5,802418,1.42456772
648,00:00.0,264,11122,123,20200521,0:00,30:51.5,788684,1.443300307
649,00:00.0,263,11110,122,20200520,0:00,30:51.5,776433,1.461684397
650,00:00.0,263,11078,121,20200519,0:00,30:51.5,765574,1.479732158
651,00:00.0,263,11065,120,20200518,0:00,30:51.5,753211,1.501116511
652,00:00.0,262,11050,119,20200517,0:00,30:51.5,747653,1.513713145
653,00:00.0,262,11037,118,20200516,0:00,30:51.5,740645,1.528031211
654,00:00.0,260,11018,117,20200515,0:00,30:51.5,726747,1.558698039
655,00:00.0,259,10962,115,20200513,0:00,30:51.5,695920,1.62078005
656,00:00.0,258,10936,114,20200512,0:00,30:51.5,680890,1.645600096
657,00:00.0,256,10909,113,20200511,0:00,30:51.5,668492,1.658986876
658,00:00.0,256,10874,112,20200510,0:00,30:51.5,663886,1.663306606
659,00:00.0,256,10840,111,20200509,0:00,30:51.5,660030,1.665445238
660,00:00.0,256,10822,110,20200508,0:00,30:51.5,654863,1.675242571
661,00:00.0,256,10810,109,20200507,0:00,30:51.5,649388,1.686535332
662,00:00.0,255,10806,108,20200506,0:00,30:51.5,643095,1.701501844
663,00:00.0,254,10804,107,20200505,0:00,30:51.5,640237,1.711175063
664,00:00.0,252,10801,106,20200504,0:00,30:51.5,633921,1.726102486
665,00:00.0,250,10793,105,20200503,0:00,30:51.5,630973,1.734135623
666,00:00.0,250,10780,104,20200502,0:00,30:51.5,627562,1.741332911
667,00:00.0,248,10774,103,20200501,0:00,30:51.5,623069,1.753626397
668,00:00.0,247,10765,102,20200430,0:00,30:51.5,619881,1.761153838
669,00:00.0,246,10761,101,20200429,0:00,30:51.5,614197,1.776064962
670,00:00.0,244,10752,100,20200428,0:00,30:51.5,608514,1.794060179
671,00:00.0,243,10738,99,20200427,0:00,30:51.5,601660,1.811510464
672,00:00.0,242,10728,98,20200426,0:00,30:51.5,598285,1.820508208
673,00:00.0,240,10718,97,20200425,0:00,30:51.5,595161,1.829316166
674,00:00.0,240,10708,96,20200424,0:00,30:51.5,589520,1.846461581
675,00:00.0,240,10702,95,20200423,0:00,30:51.5,583971,1.865005786
676,00:00.0,238,10694,94,20200422,0:00,30:51.5,577959,1.88994023
677,00:00.0,237,10683,93,20200421,0:00,30:51.5,571014,1.913511364
678,00:00.0,236,10674,92,20200420,0:00,30:51.5,563035,1.937015247
679,00:00.0,234,10661,91,20200419,0:00,30:51.5,559109,1.949472083
680,00:00.0,232,10653,90,20200418,0:00,30:51.5,554834,1.968098078
681,00:00.0,230,10635,89,20200417,0:00,30:51.5,546463,1.998019828
682,00:00.0,229,10613,88,20200416,0:00,30:51.5,538775,2.023423901
683,00:00.0,225,10591,87,20200415,0:00,30:51.5,534552,2.038589022
684,00:00.0,222,10564,86,20200414,0:00,30:51.5,527438,2.060114628
685,00:00.0,217,10537,85,20200413,0:00,30:51.5,518743,2.08508129
686,00:00.0,214,10512,84,20200412,0:00,30:51.5,514621,2.098903227
687,00:00.0,211,10480,83,20200411,0:00,30:51.5,510479,2.111162368
688,00:00.0,208,10450,82,20200410,0:00,30:51.5,503051,2.142477853
689,00:00.0,204,10423,81,20200409,0:00,30:51.5,494711,2.175074395
690,00:00.0,200,10384,80,20200408,0:00,30:51.5,486003,2.218116182
691,00:00.0,192,10331,79,20200407,0:00,30:51.5,477304,2.262325524
692,00:00.0,186,10284,78,20200406,0:00,30:51.5,466804,2.298054341
693,00:00.0,183,10237,77,20200405,0:00,30:51.5,461233,2.317835811
694,00:00.0,177,10156,76,20200404,0:00,30:51.5,455032,2.33531392
695,00:00.0,174,10062,75,20200403,0:00,30:51.5,443273,2.371072072
696,00:00.0,169,9976,74,20200402,0:00,30:51.5,431743,2.410488622
697,00:00.0,165,9887,73,20200401,0:00,30:51.5,421547,2.441463644
698,00:00.0,162,9786,72,20200331,0:00,30:51.5,410564,2.485825764
699,00:00.0,158,9661,71,20200330,0:00,30:51.5,398902,2.506934876
700,00:00.0,152,9583,70,20200329,0:00,30:51.5,394141,2.527742388
701,00:00.0,144,9478,69,20200328,0:00,30:51.5,387925,2.552233541
702,00:00.0,139,9332,68,20200327,0:00,30:51.5,376961,2.579739151
703,00:00.0,131,9241,67,20200326,0:00,30:51.5,364942,2.635970254
704,00:00.0,126,9137,66,20200325,0:00,30:51.5,357896,2.659057442
705,00:00.0,120,9037,65,20200324,0:00,30:51.5,348582,2.712657065
706,00:00.0,111,8961,64,20200323,0:00,30:51.5,338036,2.762262336
707,00:00.0,104,8897,63,20200322,0:00,30:51.5,331780,2.804501324
708,00:00.0,102,8799,62,20200321,0:00,30:51.5,327509,2.82195603
709,00:00.0,94,8652,61,20200320,0:00,30:51.5,316664,2.873091828
710,00:00.0,91,8565,60,20200319,0:00,30:51.5,307024,2.942085738
711,00:00.0,84,8413,59,20200318,0:00,30:51.5,295647,3.012162506
712,00:00.0,81,8320,58,20200317,0:00,30:51.5,286716,3.088057901
713,00:00.0,75,8236,57,20200316,0:00,30:51.5,274504,3.173392208
714,00:00.0,75,8162,56,20200315,0:00,30:51.5,268212,3.239660237
715,00:00.0,72,8086,55,20200314,0:00,30:51.5,261335,3.318000336
716,00:00.0,67,7979,54,20200313,0:00,30:51.5,248647,3.458499309
717,00:00.0,66,7869,53,20200312,0:00,30:51.5,234998,3.621744273
718,00:00.0,60,7755,52,20200311,0:00,30:51.5,222395,3.804174536
719,00:00.0,54,7513,51,20200310,0:00,30:51.5,210144,3.919308057
